fid,id,Assets_Threats,Name,Ward,Subward,Subward_asset_id,asset_threat_category,Assets_per_ward_id,latitude,longitude,important_asset_at_risk_per_ward_ID,continued_from_asset_at_risk_id,Important_asset_not_at_risk_per_ward_ID,Evacuation_center_per_ward_ID,At_risk_but_not_important_ID
1236,1782,Important asset and not at risk,City Harvest Church,Kunduchi,Kondo,,,,-6.652114548,39.19003124,,,49,,
1238,1783,Important asset and not at risk,Kondo Subward Office,Kunduchi,Kondo,,,,-6.652627935,39.20110769,,,50,,
1237,1784,Important asset and not at risk,Budget Bar,Kunduchi,Kondo,,,,-6.653082484,39.20045817,,,51,,
1245,1785,Important asset and not at risk,Tanesco Facilities Site,Kunduchi,Kondo,,,,-6.655599731,39.20214059,,,52,,
1243,1786,Important asset and not at risk,Mhina Dispensary,Kunduchi,Kondo,,,,-6.655654508,39.19809702,,,53,,
1246,1787,Important asset and not at risk,Yona Court Mark,Kunduchi,Kondo,,,,-6.656410058,39.20235834,,,54,,
1244,1788,Important asset and not at risk,St. Thomas Primary School,Kunduchi,Kondo,,,,-6.65642047,39.20146451,,,55,,
1240,1789,Important asset and not at risk,Pwani Playgroung,Kunduchi,Kondo,,,,-6.657085488,39.19505113,,,56,,
1241,1790,Important asset and not at risk,Pwani Primary School,Kunduchi,Kondo,,,,-6.657893031,39.19701806,,,57,,
1242,1791,Important asset and not at risk,Kondo Godawm,Kunduchi,Kondo,,,,-6.658338499,39.19660883,,,58,,
1251,1792,Important asset and not at risk,Kunduchi Girls Islamic High School,Kunduchi,Mtongani,,,,-6.659640175,39.21369434,,,59,,
1255,1793,Important asset and not at risk,Makaburi Ya Kale,Kunduchi,Mtongani,,,,-6.66104994,39.21393561,,,60,,
1252,1794,Important asset and not at risk,Bahari Beach Primary School,Kunduchi,Mtongani,,,,-6.662596898,39.20635694,,,61,,
1270,1795,Important asset and not at risk,African Minerals And Geoscience Centre,Kunduchi,Mtongani,,,,-6.663337261,39.21402076,,,62,,
1253,1796,Important asset and not at risk,Bright Primary&Nursery School,Kunduchi,Mtongani,,,,-6.663344357,39.20826816,,,63,,
1267,1797,Important asset and not at risk,UDSM Acquatic Science And Fishery,Kunduchi,Mtongani,,,,-6.663526491,39.21716199,,,64,,
1269,1798,Important asset and not at risk,Tanzania Fishery Research Institute,Kunduchi,Mtongani,,,,-6.665740485,39.21254477,,,65,,
1278,1799,Important asset and not at risk,Kunduchi Beach Hotel,Kunduchi,Mtongani,,,,-6.666095292,39.21936179,,,66,,
1275,1800,Important asset and not at risk,Nationa Defence College,Kunduchi,Mtongani,,,,-6.666942098,39.20483363,,,67,,
1260,1801,Important asset and not at risk,Masjid Kursiyu,Kunduchi,Mtongani,,,,-6.66733002,39.21779591,,,68,,
1259,1802,Important asset and not at risk,Mtakuja Masjid,Kunduchi,Mtongani,,,,-6.668533997,39.20840536,,,69,,
1279,1803,Important asset and not at risk,Kunduchi Fish Market,Kunduchi,Mtongani,,,,-6.668574209,39.21851025,,,70,,
1268,1804,Important asset and not at risk,Ffu Police Court,Kunduchi,Mtongani,,,,-6.668976323,39.21481553,,,71,,
1258,1805,Important asset and not at risk,Kunduchi Dispensary,Kunduchi,Mtongani,,,,-6.669607879,39.20837697,,,72,,
1280,1806,Important asset and not at risk,Subward Office,Kunduchi,Mtongani,,,,-6.670218147,39.20927345,,,73,,
1254,1807,Important asset and not at risk,Jeshini Cemetary,Kunduchi,Mtongani,,,,-6.670658107,39.20381652,,,74,,
1276,1808,Important asset and not at risk,Beach Point Bar,Kunduchi,Mtongani,,,,-6.670698318,39.21263938,,,75,,
1250,1809,Important asset and not at risk,Jordan Secondary School,Kunduchi,Mtongani,,,,-6.670833145,39.20524048,,,76,,
1265,1810,Important asset and not at risk,Sabato Church,Kunduchi,Mtongani,,,,-6.671483624,39.20666444,,,77,,
1266,1811,Important asset and not at risk,Doricas Church,Kunduchi,Mtongani,,,,-6.672425044,39.2050891,,,78,,
1264,1812,Important asset and not at risk,Anglican Church,Kunduchi,Mtongani,,,,-6.672789313,39.20764844,,,79,,
1263,1813,Important asset and not at risk,Roman Catholic Church,Kunduchi,Mtongani,,,,-6.673858464,39.20644209,,,80,,
1274,1814,Important asset and not at risk,Municipal Play Field,Kunduchi,Mtongani,,,,-6.674492385,39.20898724,,,81,,
1262,1815,Important asset and not at risk,KKKT Lutheran,Kunduchi,Mtongani,,,,-6.674847192,39.20744974,,,82,,
1272,1816,Important asset and not at risk,TAG Church Mtongani,Kunduchi,Mtongani,,,,-6.677387608,39.20389695,,,83,,
1257,1817,Important asset and not at risk,Masjid Taqwa,Kunduchi,Mtongani,,,,-6.677976587,39.20516006,,,84,,
1256,1818,Important asset and not at risk,Mtongani Police Post,Kunduchi,Mtongani,,,,-6.678610509,39.20454506,,,85,,
1273,1819,Important asset and not at risk,Mecco Playfield,Kunduchi,Mtongani,,,,-6.678683835,39.20211818,,,86,,
1271,1820,Important asset and not at risk,Mtongani Salt Extraction,Kunduchi,Mtongani,,,,-6.679204219,39.21417215,,,87,,
1261,1821,Important asset and not at risk,Mecco Masjid,Kunduchi,Mtongani,,,,-6.679776208,39.20091528,,,88,,
1277,1822,Important asset and not at risk,Mikoko Reserve Area,Kunduchi,Mtongani,,,,-6.680618715,39.2124265,,,89,,
1281,1823,Important asset and not at risk,Machakani Playground,Kunduchi,Pwani,,,,-6.644982131,39.17682404,,,90,,
25,1824,Important asset and not at risk,Bahari Zoo,Kunduchi,Pwani,,,,-6.644988534,39.18461476,,,91,,
27,1825,Important asset and not at risk,FK Primary School,Kunduchi,Pwani,,,,-6.645277279,39.18377653,,,92,,
26,1826,Important asset and not at risk,Bright Star College,Kunduchi,Pwani,,,,-6.645387505,39.18311517,,,93,,
1283,1827,Important asset and not at risk,Sky School,Kunduchi,Pwani,,,,-6.646927649,39.17963382,,,94,,
1282,1828,Important asset and not at risk,Masjid Salama,Kunduchi,Pwani,,,,-6.64695139,39.17811189,,,95,,
1288,1829,Important asset and not at risk,Ugogoni Openspace,Kunduchi,Pwani,,,,-6.64753742,39.18302864,,,96,,
1287,1830,Important asset and not at risk,Second Chance Openspace,Kunduchi,Pwani,,,,-6.64779045,39.18197294,,,97,,
28,1831,Important asset and not at risk,CCM Office,Kunduchi,Pwani,,,,-6.648392802,39.18294335,,,98,,
1309,1832,Important asset and not at risk,Nyaishozi Road,Kunduchi,Pwani,,,,-6.648908997,39.17407767,,,99,,
1286,1833,Important asset and not at risk,Y2K Openspace,Kunduchi,Pwani,,,,-6.650182051,39.18231594,,,100,,
1308,1834,Important asset and not at risk,Namanga Road,Kunduchi,Pwani,,,,-6.650291789,39.1789484,,,101,,
1285,1835,Important asset and not at risk,Kwa Mpemba  Openspace,Kunduchi,Pwani,,,,-6.651501352,39.1804786,,,102,,
1290,1836,Important asset and not at risk,Rc Church St.John,Kunduchi,Pwani,,,,-6.651623566,39.18355876,,,103,,
1291,1837,Important asset and not at risk,Playground,Kunduchi,Pwani,,,,-6.651813161,39.1824213,,,104,,
1306,1838,Important asset and not at risk,Masjid Hidaya,Kunduchi,Pwani,,,,-6.651899826,39.18512565,,,105,,
1284,1839,Important asset and not at risk,Camel Oil Petrol Station,Kunduchi,Pwani,,,,-6.653143907,39.1772947,,,106,,
1307,1840,Important asset and not at risk,KKKT Bethania,Kunduchi,Pwani,,,,-6.653145777,39.18649863,,,107,,
1292,1841,Important asset and not at risk,Nyanga Dispensary,Kunduchi,Pwani,,,,-6.65326199,39.18206113,,,108,,
1305,1842,Important asset and not at risk,Tigo Tower,Kunduchi,Pwani,,,,-6.653438013,39.18595102,,,109,,
1293,1843,Important asset and not at risk,TAG Church,Kunduchi,Pwani,,,,-6.654007286,39.18238708,,,110,,
1294,1844,Important asset and not at risk,Kein College,Kunduchi,Pwani,,,,-6.654175637,39.18131461,,,111,,
1303,1845,Important asset and not at risk,Masjid Mohamed,Kunduchi,Pwani,,,,-6.654306073,39.18806376,,,112,,
29,1846,Important asset and not at risk,Pwani Subward Office,Kunduchi,Pwani,,,,-6.654340583,39.17923313,,,113,,
1302,1847,Important asset and not at risk,Kanossa Hostels,Kunduchi,Pwani,,,,-6.654381856,39.18679218,,,114,,
1295,1848,Important asset and not at risk,Kwa Mpangala Openspace,Kunduchi,Pwani,,,,-6.654784297,39.18048826,,,115,,
1304,1849,Important asset and not at risk,Openspace,Kunduchi,Pwani,,,,-6.655254093,39.18830597,,,116,,
1301,1850,Important asset and not at risk,Kanosa Primary And Secondary School,Kunduchi,Pwani,,,,-6.655966445,39.18413541,,,117,,
1296,1851,Important asset and not at risk,NGO Office,Kunduchi,Pwani,,,,-6.655985859,39.18147484,,,118,,
1299,1852,Important asset and not at risk,Nyuki Cemetry,Kunduchi,Pwani,,,,-6.656983719,39.18315073,,,119,,
1297,1853,Important asset and not at risk,Sister'S Convenant Church,Kunduchi,Pwani,,,,-6.657022715,39.18167892,,,120,,
1298,1854,Important asset and not at risk,Kibo Commercial Complex,Kunduchi,Pwani,,,,-6.657139924,39.18016744,,,121,,
1300,1855,Important asset and not at risk,Soko La Nyuki Market,Kunduchi,Pwani,,,,-6.657161693,39.1850512,,,122,,
1311,1856,Important asset and not at risk,Feza Boys Secondary School,Kunduchi,Tegeta,,,,-6.657142646,39.19449053,,,123,,
1310,1857,Important asset and not at risk,Tegeta Nyuki Sport Club,Kunduchi,Tegeta,,,,-6.6582465,39.18564803,,,124,,
1312,1858,Important asset and not at risk,Tanesco Lines,Kunduchi,Tegeta,,,,-6.660530132,39.18982106,,,125,,
1315,1859,Important asset and not at risk,Open Space,Kunduchi,Tegeta,,,,-6.661523746,39.19216894,,,126,,
1313,1860,Important asset and not at risk,Charismatic Church,Kunduchi,Tegeta,,,,-6.661712832,39.18989115,,,127,,
1314,1861,Important asset and not at risk,Tegeta High School,Kunduchi,Tegeta,,,,-6.661880016,39.1914856,,,128,,
1316,1862,Important asset and not at risk,Anglican Church,Kunduchi,Tegeta,,,,-6.66252539,39.19020069,,,129,,
1327,1863,Important asset and not at risk,Open Space,Kunduchi,Tegeta,,,,-6.662567734,39.18675115,,,130,,
1326,1864,Important asset and not at risk,Tanesco Tegeta,Kunduchi,Tegeta,,,,-6.662706445,39.18731914,,,131,,
1317,1865,Important asset and not at risk,Teachers Resource Center,Kunduchi,Tegeta,,,,-6.662712286,39.1921704,,,132,,
1318,1866,Important asset and not at risk,Tegeta Seventh Day Adventist,Kunduchi,Tegeta,,,,-6.663256912,39.19278365,,,133,,
1335,1867,Important asset and not at risk,Triple J Hotel,Kunduchi,Tegeta,,,,-6.66390618,39.1991437,,,134,,
1334,1868,Important asset and not at risk,River Tegeta,Kunduchi,Tegeta,,,,-6.663910074,39.19700024,,,135,,
1319,1869,Important asset and not at risk,Tegeta Dispensary,Kunduchi,Tegeta,,,,-6.663994274,39.19235875,,,136,,
1321,1870,Important asset and not at risk,Pius Msekwa Primary School,Kunduchi,Tegeta,,,,-6.664086262,39.19074824,,,137,,
1320,1871,Important asset and not at risk,Kunduchi Primary School,Kunduchi,Tegeta,,,,-6.664149047,39.19134397,,,138,,
1332,1872,Important asset and not at risk,Residential Area,Kunduchi,Tegeta,,,,-6.664690266,39.19617722,,,139,,
1322,1873,Important asset and not at risk,Tegeta Police Station,Kunduchi,Tegeta,,,,-6.664872538,39.19049199,,,140,,
1323,1874,Important asset and not at risk,Lexus Bar And guest House,Kunduchi,Tegeta,,,,-6.665940618,39.19016054,,,141,,
1333,1875,Important asset and not at risk,Mount Bethel Nursery School,Kunduchi,Tegeta,,,,-6.666179591,39.19547052,,,142,,
1325,1876,Important asset and not at risk,Mtongani Mosque,Kunduchi,Tegeta,,,,-6.666330471,39.18840547,,,143,,
1324,1877,Important asset and not at risk,Tegeta CCM Office,Kunduchi,Tegeta,,,,-6.667007968,39.18897346,,,144,,
1336,1878,Important asset and not at risk,Masjid Al-Khalil,Kunduchi,Tegeta,,,,-6.667065399,39.19595796,,,145,,
1331,1879,Important asset and not at risk,Residential Area,Kunduchi,Tegeta,,,,-6.667686438,39.19548999,,,146,,
1330,1880,Important asset and not at risk,Tegeta Mission Dispensary,Kunduchi,Tegeta,,,,-6.667712721,39.19250842,,,147,,
1329,1881,Important asset and not at risk,Damu Takatifu Ya Yesu Catholic Church,Kunduchi,Tegeta,,,,-6.668149784,39.19233953,,,148,,
1328,1882,Important asset and not at risk,GDB Commercial Area,Kunduchi,Tegeta,,,,-6.669980292,39.19118409,,,149,,
1350,1883,Important asset and not at risk,Gillead Church,Kunduchi,Ununio,,,,-6.623658675,39.16720968,,,150,,
1348,1884,Important asset and not at risk,The Orthopadeic And Physiotherapy Clinic,Kunduchi,Ununio,,,,-6.625803501,39.16905109,,,151,,
1349,1885,Important asset and not at risk,Ghomme Secondary And High School,Kunduchi,Ununio,,,,-6.625929052,39.17035891,,,152,,
1351,1886,Important asset and not at risk,Daima Food And Butcher,Kunduchi,Ununio,,,,-6.626922889,39.16919545,,,153,,
1338,1887,Important asset and not at risk,Convenience shoppe,Kunduchi,Ununio,,,,-6.627174676,39.173021,,,154,,
1339,1888,Important asset and not at risk,Umukula Mosque,Kunduchi,Ununio,,,,-6.628617931,39.17935672,,,155,,
1354,1889,Important asset and not at risk,Children'S Cemetery,Kunduchi,Ununio,,,,-6.629007119,39.18018485,,,156,,
1346,1890,Important asset and not at risk,Blooming Buds Elementary School,Kunduchi,Ununio,,,,-6.6297165,39.17162488,,,157,,
1347,1891,Important asset and not at risk,Ununio Islamic College Playground,Kunduchi,Ununio,,,,-6.630250091,39.17057863,,,158,,
1337,1892,Important asset and not at risk,Ununio Dispensary,Kunduchi,Ununio,,,,-6.631660072,39.17968205,,,159,,
1344,1893,Important asset and not at risk,CCM Office,Kunduchi,Ununio,,,,-6.631767162,39.17819014,,,160,,
1353,1894,Important asset and not at risk,Ununio Subward Office,Kunduchi,Ununio,,,,-6.632102512,39.1794965,,,161,,
1345,1895,Important asset and not at risk,Catholic Church,Kunduchi,Ununio,,,,-6.633080214,39.17433992,,,162,,
1343,1896,Important asset and not at risk,Ununio Islamic College,Kunduchi,Ununio,,,,-6.633671349,39.17102329,,,163,,
1355,1897,Important asset and not at risk,Wasomali Apartments,Kunduchi,Ununio,,,,-6.633779791,39.18806926,,,164,,
1341,1898,Important asset and not at risk,Kiherehere Playground,Kunduchi,Ununio,,,,-6.634631183,39.17817233,,,165,,
1340,1899,Important asset and not at risk,5'S Hall,Kunduchi,Ununio,,,,-6.635899875,39.18571273,,,166,,
1356,1900,Important asset and not at risk,Kilimo Kwanza Area,Kunduchi,Ununio,,,,-6.636938552,39.17988746,,,167,,
1342,1901,Important asset and not at risk,Mango Mosque,Kunduchi,Ununio,,,,-6.637139689,39.17591977,,,168,,
1357,1902,Important asset and not at risk,Monduli Juu Road,Kunduchi,Ununio,,,,-6.637320368,39.17744178,,,169,,
1352,1903,Important asset and not at risk,Mnara Wa Tigo Playground,Kunduchi,Ununio,,,,-6.639260867,39.18165636,,,170,,
4163,1904,At risk but not important asset,Marambamawili Stand,Kwembe,King'azi B,,,,-6.816883782,39.10852763,,26,,,1
4162,1905,At risk but not important asset,Plastic Industry,Kwembe,King'azi B,,,,-6.83102523,39.1194186,,27,,,2
4164,1906,At risk but not important asset,Dam,Kwembe,Luguruni,,,,-6.78067889,39.07760192,,28,,,3
4167,1907,At risk but not important asset,Dar Express Dam,Kwembe,Luguruni,,,,-6.782292019,39.07535377,,29,,,4
4165,1908,At risk but not important asset,"Kidepa
Bridge",Kwembe,Luguruni,,,,-6.783996129,39.06356896,,30,,,5
4166,1909,At risk but not important asset,Large Vacant,Kwembe,Luguruni,,,,-6.784227794,39.062455,,31,,,6
4170,1910,At risk but not important asset,Valley,Kwembe,Mpakani,,,,-6.805217515,39.10060784,,32,,,7
4169,1911,At risk but not important asset,Bricks Industry,Kwembe,Mpakani,,,,-6.814973137,39.1042459,,33,,,8
4168,1912,At risk but not important asset,Tesha Pub,Kwembe,Mpakani,,,,-6.819547353,39.10034167,,34,,,9
4487,1913,Important asset and at risk,EAGT Panuel,Kwembe,King'azi A,,,,-6.847156907,39.10238594,1,,,,
4465,1914,Important asset and at risk,Masjid Masharu,Kwembe,King'azi B,,,,-6.817833263,39.10810122,2,,,,
4467,1915,Important asset and at risk,Bbupoa Mosque,Kwembe,King'azi B,,,,-6.822745791,39.09995693,3,,,,
4466,1916,Important asset and at risk,Rainbow School,Kwembe,King'azi B,,,,-6.831574394,39.11860554,4,,,,
4468,1917,Important asset and at risk,Al Masjid Munawar,Kwembe,King'azi B,,,,-6.84520887,39.11419355,5,,,,
4488,1918,Important asset and at risk,Mama Chorobi Road,Kwembe,Kwembe,,,,-6.802976943,39.07473198,6,,,,
4489,1919,Important asset and at risk,Mtelele Road,Kwembe,Kwembe,,,,-6.829797644,39.07798173,7,,,,
4471,1920,Important asset and at risk,Pendo Bridge,Kwembe,Luguruni,,,,-6.777223638,39.07083436,8,,,,
4472,1921,Important asset and at risk,Pentecost Bible Church,Kwembe,Luguruni,,,,-6.779949394,39.06207054,9,,,,
4469,1922,Important asset and at risk,Word Fountain Pentecost Church,Kwembe,Luguruni,,,,-6.78073311,39.06020243,10,,,,
4470,1923,Important asset and at risk,Foya Bridge,Kwembe,Luguruni,,,,-6.782887097,39.06923735,11,,,,
4474,1924,Important asset and at risk,Kiruwa Bridge.,Kwembe,Luguruni,,,,-6.785036155,39.08248659,12,,,,
4473,1925,Important asset and at risk,Mosque,Kwembe,Luguruni,,,,-6.793228208,39.09149193,13,,,,
4477,1926,Important asset and at risk,CCM Bridge,Kwembe,Mji Mpya,,,,-6.790159616,39.06002029,14,,,,
4476,1927,Important asset and at risk,Masumini Bridge,Kwembe,Mji Mpya,,,,-6.792437779,39.0616904,15,,,,
4479,1928,Important asset and at risk,Kwa Mpemba Bridge,Kwembe,Mji Mpya,,,,-6.795212712,39.06551071,16,,,,
4475,1929,Important asset and at risk,Al Masjid Suni,Kwembe,Mji Mpya,,,,-6.796670353,39.06410302,17,,,,
4478,1930,Important asset and at risk,Kwa Mpemba Msikitini Bridge,Kwembe,Mji Mpya,,,,-6.797282514,39.06858294,18,,,,
4480,1931,Important asset and at risk,Amani Road,Kwembe,Mloganzila,,,,-6.803460782,39.06649755,19,,,,
4481,1932,Important asset and at risk,Jihad Mosque,Kwembe,Mpakani,,,,-6.808458113,39.09804208,20,,,,
4482,1933,Important asset and at risk,Kwa Mbonde Road,Kwembe,Mpakani,,,,-6.808789615,39.09506533,21,,,,
4483,1934,Important asset and at risk,Willvina Hotel,Kwembe,Njeteni,,,,-6.795122284,39.09165909,22,,,,
4484,1935,Important asset and at risk,Culvert,Kwembe,Njeteni,,,,-6.795572916,39.08682623,23,,,,
4485,1936,Important asset and at risk,Small Bridge,Kwembe,Njeteni,,,,-6.799014703,39.09259955,24,,,,
4486,1937,Important asset and at risk,Laswai Hardware,Kwembe,Njeteni,,,,-6.809921314,39.09433023,25,,,,
1463,1938,Important asset and not at risk,Joy Care Nursery And Primary School,Kwembe,King'azi A,,,,-6.834203034,39.09831848,,,1,,
1465,1939,Important asset and not at risk,Para Panda King�Azi Church Assembly,Kwembe,King'azi A,,,,-6.835782736,39.104541,,,2,,
1464,1940,Important asset and not at risk,King'azi A Mosque,Kwembe,King'azi A,,,,-6.835938515,39.10237185,,,3,,
1462,1941,Important asset and not at risk,Pentecostal Holiness Mission,Kwembe,King'azi A,,,,-6.840218115,39.10360085,,,4,,
1466,1942,Important asset and not at risk,CCM Office,Kwembe,King'azi A,,,,-6.842389618,39.10305915,,,5,,
1467,1943,Important asset and not at risk,King'azi A Primary School,Kwembe,King'azi A,,,,-6.842618981,39.1039492,,,6,,
1468,1944,Important asset and not at risk,King'azi A Play Ground,Kwembe,King'azi A,,,,-6.842734053,39.10435548,,,7,,
1469,1945,Important asset and not at risk,King'azi Market,Kwembe,King'azi A,,,,-6.844662887,39.10339106,,,8,,
1470,1946,Important asset and not at risk,King'Azi A Mosque,Kwembe,King'azi A,,,,-6.845188932,39.10868909,,,9,,
1473,1947,Important asset and not at risk,Water Pump House,Kwembe,King'azi A,,,,-6.847720527,39.11201445,,,10,,
1475,1948,Important asset and not at risk,Dispensery,Kwembe,King'azi A,,,,-6.848037563,39.10119294,,,11,,
1474,1949,Important asset and not at risk,Al-Nour Mosque,Kwembe,King'azi A,,,,-6.849178894,39.10157338,,,12,,
1472,1950,Important asset and not at risk,Roman Catholic.,Kwembe,King'azi A,,,,-6.856245283,39.10657551,,,13,,
1471,1951,Important asset and not at risk,Water Tank,Kwembe,King'azi A,,,,-6.857879782,39.10620916,,,14,,
1358,1952,Important asset and not at risk,Faraja Phamarcy,Kwembe,King'azi B,,,,-6.817693742,39.10836478,,,15,,
1359,1953,Important asset and not at risk,Double A Cosmetics,Kwembe,King'azi B,,,,-6.817965644,39.10793008,,,16,,
1360,1954,Important asset and not at risk,Jaribu shoppe,Kwembe,King'azi B,,,,-6.818221023,39.10816284,,,17,,
1361,1955,Important asset and not at risk,Manjaunjau Food Gen Supply,Kwembe,King'azi B,,,,-6.818509828,39.10788531,,,18,,
1362,1956,Important asset and not at risk,Phamarcy,Kwembe,King'azi B,,,,-6.818616939,39.10744088,,,19,,
1363,1957,Important asset and not at risk,Masai Butcher,Kwembe,King'azi B,,,,-6.818888517,39.10729646,,,20,,
1364,1958,Important asset and not at risk,Joy Care Nursery School,Kwembe,King'azi B,,,,-6.820149928,39.10733699,,,21,,
1366,1959,Important asset and not at risk,Pharmarcy,Kwembe,King'azi B,,,,-6.82072908,39.10704062,,,22,,
1365,1960,Important asset and not at risk,Maduka Saba Hardware,Kwembe,King'azi B,,,,-6.82077148,39.10672984,,,23,,
1367,1961,Important asset and not at risk,Mkaguru shoppe,Kwembe,King'azi B,,,,-6.82112999,39.10654984,,,24,,
1368,1962,Important asset and not at risk,Tundula School,Kwembe,King'azi B,,,,-6.822745694,39.1035685,,,25,,
1369,1963,Important asset and not at risk,Mama Wochu shoppe,Kwembe,King'azi B,,,,-6.822890475,39.1067022,,,26,,
1370,1964,Important asset and not at risk,FK Pub,Kwembe,King'azi B,,,,-6.82334223,39.10658962,,,27,,
1371,1965,Important asset and not at risk,A.M Dldm Pharmarcy,Kwembe,King'azi B,,,,-6.824398107,39.10563591,,,28,,
1373,1966,Important asset and not at risk,Kwa Bush Milk Point,Kwembe,King'azi B,,,,-6.824514822,39.10590654,,,29,,
1372,1967,Important asset and not at risk,Kwa Shafii,Kwembe,King'azi B,,,,-6.825472335,39.10545327,,,30,,
1375,1968,Important asset and not at risk,Mjeshi shoppe,Kwembe,King'azi B,,,,-6.825971899,39.10540598,,,31,,
1374,1969,Important asset and not at risk,Butcher,Kwembe,King'azi B,,,,-6.826131817,39.10480095,,,32,,
1377,1970,Important asset and not at risk,Usambara Cafe,Kwembe,King'azi B,,,,-6.826251885,39.10446706,,,33,,
1376,1971,Important asset and not at risk,Boma Butcher,Kwembe,King'azi B,,,,-6.826635414,39.10421248,,,34,,
1390,1972,Important asset and not at risk,Wabha Barbershoppe,Kwembe,King'azi B,,,,-6.828566304,39.10375561,,,35,,
1389,1973,Important asset and not at risk,King'azi Primary,Kwembe,King'azi B,,,,-6.82866673,39.10025492,,,36,,
1387,1974,Important asset and not at risk,The Good Revval Mission,Kwembe,King'azi B,,,,-6.829987343,39.11305967,,,37,,
1388,1975,Important asset and not at risk,KKKT,Kwembe,King'azi B,,,,-6.830277507,39.11398528,,,38,,
1386,1976,Important asset and not at risk,Despensary,Kwembe,King'azi B,,,,-6.832098074,39.11885643,,,39,,
1379,1977,Important asset and not at risk,Mashalle shoppe,Kwembe,King'azi B,,,,-6.832995515,39.11559558,,,40,,
1378,1978,Important asset and not at risk,Mao Nursery And Primary School English Medium,Kwembe,King'azi B,,,,-6.834256869,39.10837129,,,41,,
1380,1979,Important asset and not at risk,Kwa Urasa shoppe,Kwembe,King'azi B,,,,-6.835727587,39.11910848,,,42,,
1382,1980,Important asset and not at risk,Mtani Dispensary,Kwembe,King'azi B,,,,-6.83643979,39.11863343,,,43,,
1383,1981,Important asset and not at risk,Dida Hair And Beult Saloon,Kwembe,King'azi B,,,,-6.836774142,39.11830863,,,44,,
1381,1982,Important asset and not at risk,Nafaka Store,Kwembe,King'azi B,,,,-6.836774142,39.11830863,,,45,,
1384,1983,Important asset and not at risk,Masalu Pub Mpesa,Kwembe,King'azi B,,,,-6.838006472,39.11746797,,,46,,
1385,1984,Important asset and not at risk,Efatha Church,Kwembe,King'azi B,,,,-6.839098428,39.10614998,,,47,,
1391,1985,Important asset and not at risk,Kisopwa Primary School,Kwembe,Kisopwa,,,,-6.855589999,39.07122498,,,48,,
1393,1986,Important asset and not at risk,Kisopwa Dispensary,Kwembe,Kisopwa,,,,-6.856026889,39.07307199,,,49,,
1392,1987,Important asset and not at risk,Kisopwa Subward Office,Kwembe,Kisopwa,,,,-6.857676059,39.07281202,,,50,,
1394,1988,Important asset and not at risk,Masjid Nury,Kwembe,Kisopwa,,,,-6.858017267,39.07318573,,,51,,
1395,1989,Important asset and not at risk,Pentecostal Church,Kwembe,Kisopwa,,,,-6.858840498,39.07355808,,,52,,
1397,1990,Important asset and not at risk,Swali Sunni Mosque,Kwembe,Kisopwa,,,,-6.862417024,39.08865033,,,53,,
1399,1991,Important asset and not at risk,Pentecostal Church,Kwembe,Kisopwa,,,,-6.862661161,39.08442862,,,54,,
1404,1992,Important asset and not at risk,Kivinje Day Care,Kwembe,Kisopwa,,,,-6.863514187,39.08323836,,,55,,
1400,1993,Important asset and not at risk,Lailat Kadir Mosque,Kwembe,Kisopwa,,,,-6.863587617,39.08513206,,,56,,
1396,1994,Important asset and not at risk,Masjid Huddat,Kwembe,Kisopwa,,,,-6.863771475,39.08576034,,,57,,
1398,1995,Important asset and not at risk,KKKT Vibula,Kwembe,Kisopwa,,,,-6.86400631,39.08841589,,,58,,
1403,1996,Important asset and not at risk,Vibula Roman Catholic Church,Kwembe,Kisopwa,,,,-6.866269589,39.08713149,,,59,,
1402,1997,Important asset and not at risk,Agt Church,Kwembe,Kisopwa,,,,-6.867302989,39.10094676,,,60,,
1401,1998,Important asset and not at risk,FPCT Church,Kwembe,Kisopwa,,,,-6.871592457,39.08943235,,,61,,
1486,1999,Important asset and not at risk,Massjid Shariff Mosque,Kwembe,Kwembe,,,,-6.801766,39.07084462,,,62,,
1505,2000,Important asset and not at risk,Anglican Church,Kwembe,Kwembe,,,,-6.804442414,39.07923638,,,63,,
1499,2001,Important asset and not at risk,Babuu Anex,Kwembe,Kwembe,,,,-6.804519544,39.07982256,,,64,,
1504,2002,Important asset and not at risk,Pentecoste Church,Kwembe,Kwembe,,,,-6.805429679,39.07789431,,,65,,
1492,2003,Important asset and not at risk,Mwanajeshi shoppe,Kwembe,Kwembe,,,,-6.805853895,39.08036248,,,66,,
1481,2004,Important asset and not at risk,Barbro Secondary School,Kwembe,Kwembe,,,,-6.806224119,39.08516768,,,67,,
1490,2005,Important asset and not at risk,Three shoppes,Kwembe,Kwembe,,,,-6.812286544,39.08130346,,,68,,
1508,2006,Important asset and not at risk,Institute Of Agriculture,Kwembe,Kwembe,,,,-6.814639011,39.07935978,,,69,,
1488,2007,Important asset and not at risk,Maria Respick shoppe,Kwembe,Kwembe,,,,-6.814878115,39.08006938,,,70,,
1495,2008,Important asset and not at risk,Apek shoppes,Kwembe,Kwembe,,,,-6.815279191,39.07951404,,,71,,
1489,2009,Important asset and not at risk,Six shoppes,Kwembe,Kwembe,,,,-6.815780537,39.08071727,,,72,,
1503,2010,Important asset and not at risk,SDA Church,Kwembe,Kwembe,,,,-6.816413003,39.08119548,,,73,,
1496,2011,Important asset and not at risk,"Lern Plastic
Industry
",Kwembe,Kwembe,,,,-6.817384842,39.08616266,,,74,,
